InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,line_value,absolute_line_value,transaction_type,is_return,is_cancellation,is_adjustment,is_zero_price,is_extreme_quantity,customer_available,year,month,day,day_of_week,quarter
C536825,22617,BAKING SET SPACEBOY DESIGN,-1,12/02/2010 17:27,4.95,15384,United Kingdom,-4.95,4.95,CANCELLATION,0,1,0,0,0,1,2010,12,2,Thursday,4
C536825,22197,SMALL POPCORN HOLDER,-2,12/02/2010 17:27,0.85,15384,United Kingdom,-1.7,1.7,CANCELLATION,0,1,0,0,0,1,2010,12,2,Thursday,4
C536826,35004B,SET OF 3 BLACK FLYING DUCKS,-2,12/02/2010 17:30,4.6500000000000004,17924,United Kingdom,-9.3,9.3,CANCELLATION,0,1,0,0,0,1,2010,12,2,Thursday,4
C536826,35004B,SET OF 3 BLACK FLYING DUCKS,-3,12/02/2010 17:30,4.6500000000000004,17924,United Kingdom,-13.95,13.95,CANCELLATION,0,1,0,0,0,1,2010,12,2,Thursday,4
C536827,21527,RED RETROSPOT TRADITIONAL TEAPOT,-3,12/02/2010 17:31,6.95,13408,United Kingdom,-20.85,20.85,CANCELLATION,0,1,0,0,0,1,2010,12,2,Thursday,4
C536828,22832,BROCANTE SHELF WITH HOOKS,-1,12/02/2010 17:35,10.75,14264,United Kingdom,-10.75,10.75,CANCELLATION,0,1,0,0,0,1,2010,12,2,Thursday,4
C536828,84946,ANTIQUE SILVER TEA GLASS ETCHED,-3,12/02/2010 17:35,1.25,14264,United Kingdom,-3.75,3.75,CANCELLATION,0,1,0,0,0,1,2010,12,2,Thursday,4
C536829,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,12/02/2010 17:36,3.25,13295,United Kingdom,-3.25,3.25,CANCELLATION,0,1,0,0,0,1,2010,12,2,Thursday,4
C536850,22942,CHRISTMAS LIGHTS 10 SANTAS,-48,12/03/2010 09:47,7.65,14213,United Kingdom,-367.2,367.2,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536850,22689,DOORMAT MERRY CHRISTMAS RED,-50,12/03/2010 09:47,6.75,14213,United Kingdom,-337.5,337.5,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536850,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,-50,12/03/2010 09:47,2.5499999999999998,14213,United Kingdom,-127.5,127.5,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536850,22580,ADVENT CALENDAR GINGHAM SACK,-48,12/03/2010 09:47,4.95,14213,United Kingdom,-237.6,237.6,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536850,22186,RED STAR CARD HOLDER,-48,12/03/2010 09:47,2.5499999999999998,14213,United Kingdom,-122.4,122.4,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536853,84678,CLASSICAL ROSE SMALL VASE,-1,12/03/2010 10:07,2.5499999999999998,14679,United Kingdom,-2.55,2.55,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536854,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,12/03/2010 10:09,2.95,15240,United Kingdom,-2.95,2.95,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536854,22944,CHRISTMAS METAL POSTCARD WITH BELLS,-1,12/03/2010 10:09,1.25,15240,United Kingdom,-1.25,1.25,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536854,21871,SAVE THE PLANET MUG,-1,12/03/2010 10:09,1.25,15240,United Kingdom,-1.25,1.25,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536855,21527,RED RETROSPOT TRADITIONAL TEAPOT,-4,12/03/2010 10:11,7.95,18225,United Kingdom,-31.8,31.8,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536978,22776,SWEETHEART CAKESTAND 3 TIER,-1,12/03/2010 14:19,9.9499999999999993,17954,United Kingdom,-9.95,9.95,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536979,84685,BEACH HUT KEY CABINET,-1,12/03/2010 14:23,3.75,17841,United Kingdom,-3.75,3.75,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
C536979,22630,DOLLY GIRL LUNCH BOX,-1,12/03/2010 14:23,1.95,17841,United Kingdom,-1.95,1.95,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
536996,22712,CARD DOLLY GIRL,-20,12/03/2010 15:30,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
536997,22028,PENNY FARTHING BIRTHDAY CARD,-20,12/03/2010 15:30,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
536998,85067,CREAM SWEETHEART WALL CABINET,-6,12/03/2010 15:30,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537000,21414,SCALLOP SHELL SOAP DISH,-22,12/03/2010 15:32,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537001,21653,,-6,12/03/2010 15:33,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537003,85126,LARGE ROUND CUTGLASS CANDLESTICK,-2,12/03/2010 15:33,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537004,21814,HEART T-LIGHT HOLDER,-30,12/03/2010 15:34,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537005,21692,SILVER LATTICE VANILLA CANDLE POT,-70,12/03/2010 15:35,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537006,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-130,12/03/2010 15:36,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537007,21172,PARTY METAL SIGN,-80,12/03/2010 15:36,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537008,21161,KEEP OUT BOYS DOOR HANGER,-120,12/03/2010 15:37,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537009,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,-80,12/03/2010 15:38,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537010,22162,HEART GARLAND RUSTIC PADDED,-40,12/03/2010 15:38,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537011,22139,,-5,12/03/2010 15:38,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537012,21535,RED RETROSPOT SMALL MILK JUG,-12,12/03/2010 15:39,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537013,35965,,-25,12/03/2010 15:40,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537014,21040,MODERN VINTAGE COTTON SHOPPING BAG,-20,12/03/2010 15:40,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537015,37464,ROBOT MUG IN DISPLAY BOX,-14,12/03/2010 15:41,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537016,21836,GINGHAM OVEN GLOVE RED HEART,-15,12/03/2010 15:41,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537017,47556B,,-69,12/03/2010 15:41,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537018,84562A,PINK/WHITE RIBBED MELAMINE JUG,-3,12/03/2010 15:42,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537019,37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,-15,12/03/2010 15:43,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537020,21807,WHITE CHRISTMAS STAR DECORATION,-30,12/03/2010 15:43,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537021,21011,GLITTER SNOW PEAR TREE DECORATION,-20,12/03/2010 15:43,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
C537024,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,-36,12/03/2010 16:21,2.1,13941,United Kingdom,-75.6,75.6,CANCELLATION,0,1,0,0,0,1,2010,12,3,Friday,4
537027,18098C,PORCELAIN BUTTERFLY OIL BURNER,-140,12/03/2010 16:36,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537028,21696,SMALL SILVER TRELLIS CANDLEPOT,-320,12/03/2010 16:36,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537029,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,-6,12/03/2010 16:37,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
537032,21275,?,-30,12/03/2010 16:50,0,,United Kingdom,-0.0,0.0,RETURN,1,0,0,1,0,0,2010,12,3,Friday,4
C537039,22854,CREAM SWEETHEART EGG HOLDER,-1,12/05/2010 10:25,4.95,15708,United Kingdom,-4.95,4.95,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537039,20936,FORKED CACTUS CANDLE,-1,12/05/2010 10:25,2.95,15708,United Kingdom,-2.95,2.95,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537039,85175,CACTI T-LIGHT CANDLES,-1,12/05/2010 10:25,0.42,15708,United Kingdom,-0.42,0.42,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537043,22575,METAL MERRY CHRISTMAS WREATH,-6,12/05/2010 10:48,1.95,15351,United Kingdom,-11.7,11.7,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537043,11001,ASSTD DESIGN RACING CAR PEN,-1,12/05/2010 10:48,1.69,15351,United Kingdom,-1.69,1.69,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537132,22788,BROCANTE COAT RACK,-2,12/05/2010 12:29,8.5,15221,United Kingdom,-17.0,17.0,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537132,22184,CAKE STAND VICTORIAN FILIGREE LARGE,-1,12/05/2010 12:29,8.5,15221,United Kingdom,-8.5,8.5,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537132,71279,PINK GLASS CANDLEHOLDER,-2,12/05/2010 12:29,2.95,15221,United Kingdom,-5.9,5.9,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537132,22761,CHEST 7 DRAWER MA CAMPAGNE,-2,12/05/2010 12:29,21.95,15221,United Kingdom,-43.9,43.9,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537132,22769,CHALKBOARD KITCHEN ORGANISER,-8,12/05/2010 12:29,21.95,15221,United Kingdom,-175.6,175.6,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537132,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,-3,12/05/2010 12:29,12.75,15221,United Kingdom,-38.25,38.25,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537143,20685,DOORMAT RED RETROSPOT,-1,12/05/2010 12:58,7.95,12748,United Kingdom,-7.95,7.95,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537157,35953,FOLKART STAR CHRISTMAS DECORATIONS,-24,12/05/2010 13:09,1.25,15880,United Kingdom,-30.0,30.0,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537164,D,Discount,-1,12/05/2010 13:21,29.29,14527,United Kingdom,-29.29,29.29,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537203,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,12/05/2010 14:44,9.9499999999999993,14606,United Kingdom,-9.95,9.95,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537203,21424,WOODLAND STORAGE BOX LARGE,-1,12/05/2010 14:44,2.95,14606,United Kingdom,-2.95,2.95,CANCELLATION,0,1,0,0,0,1,2010,12,5,Sunday,4
C537232,84840,SWEETHEART CARRY-ALL BASKET,-2,12/06/2010 09:31,8.5,12586,Italy,-17.0,17.0,CANCELLATION,0,1,0,0,0,1,2010,12,6,Monday,4
C537234,22653,BUTTON BOX,-20,12/06/2010 09:40,1.95,16161,United Kingdom,-39.0,39.0,CANCELLATION,0,1,0,0,0,1,2010,12,6,Monday,4
C537251,22429,ENAMEL MEASURING JUG CREAM,-2,12/06/2010 10:45,4.25,,United Kingdom,-8.5,8.5,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,22620,4 TRADITIONAL SPINNING TOPS,-8,12/06/2010 10:45,1.25,,United Kingdom,-10.0,10.0,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,21890,S/6 WOODEN SKITTLES IN COTTON BAG,-2,12/06/2010 10:45,2.95,,United Kingdom,-5.9,5.9,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,22564,ALPHABET STENCIL CRAFT,-5,12/06/2010 10:45,1.25,,United Kingdom,-6.25,6.25,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,21891,TRADITIONAL WOODEN SKIPPING ROPE,-3,12/06/2010 10:45,1.25,,United Kingdom,-3.75,3.75,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,22747,POPPY'S PLAYHOUSE BATHROOM,-6,12/06/2010 10:45,2.1,,United Kingdom,-12.6,12.6,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,22454,MEASURING TAPE BABUSHKA RED,-8,12/06/2010 10:45,2.95,,United Kingdom,-23.6,23.6,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,22327,ROUND SNACK BOXES SET OF 4 SKULLS,-4,12/06/2010 10:45,2.95,,United Kingdom,-11.8,11.8,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,21915,RED  HARMONICA IN BOX,-4,12/06/2010 10:45,1.25,,United Kingdom,-5.0,5.0,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,-9,12/06/2010 10:45,2.5499999999999998,,United Kingdom,-22.95,22.95,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
C537251,22748,POPPY'S PLAYHOUSE KITCHEN,-4,12/06/2010 10:45,2.1,,United Kingdom,-8.4,8.4,CANCELLATION,0,1,0,0,0,0,2010,12,6,Monday,4
