customer_id,country,total_spend,order_count,units_purchased,average_order_value,first_purchase,last_purchase,recency,frequency,monetary_value,r_score,f_score,m_score,rfm_score,rfm_segment,retention_action
13108,United Kingdom,350.06,1,298.0,350.06,2010-12-02 10:35,2010-12-02 10:35,372,1,350.06,1,2,2,122,Inactive,Win-back campaign
12471,Germany,18705.52,30,8200.0,623.52,2010-12-02 10:37,2011-12-07 15:43,1,30,18705.52,5,5,5,555,Champions,Nurture and recommend next purchase
15601,United Kingdom,6745.36,14,4983.0,481.81,2010-12-02 10:39,2011-11-28 15:15,10,14,6745.36,4,5,5,455,Champions,Nurture and recommend next purchase
13418,United Kingdom,5845.44,18,3918.0,324.75,2010-12-02 10:45,2011-11-28 10:23,11,18,5845.44,4,5,5,455,Champions,Nurture and recommend next purchase
14766,United Kingdom,2423.07,6,1349.0,403.85,2010-12-02 10:46,2011-12-01 16:05,7,6,2423.07,5,5,5,555,Champions,Nurture and recommend next purchase
15658,United Kingdom,958.9,5,242.0,191.78,2010-12-02 10:53,2011-06-02 15:22,189,5,958.9,1,5,4,154,Loyal customers,Nurture and recommend next purchase
14388,United Kingdom,3172.04,8,1941.0,396.5,2010-12-02 11:02,2011-12-01 11:13,8,8,3172.04,5,5,5,555,Champions,Nurture and recommend next purchase
14901,United Kingdom,1414.99,9,661.0,157.22,2010-12-02 11:20,2011-11-28 17:09,10,9,1414.99,4,5,4,454,Champions,Nurture and recommend next purchase
18041,United Kingdom,4075.12,21,3758.0,194.05,2010-12-02 11:21,2011-11-28 11:39,11,21,4075.12,4,5,5,455,Champions,Nurture and recommend next purchase
15955,United Kingdom,4389.81,14,2135.0,313.56,2010-12-02 11:22,2011-11-15 14:15,23,14,4389.81,4,5,5,455,Champions,Nurture and recommend next purchase
15070,United Kingdom,106.2,1,36.0,106.2,2010-12-02 11:23,2010-12-02 11:23,372,1,106.2,1,2,1,121,Inactive,Win-back campaign
16244,United Kingdom,1522.75,2,855.0,761.38,2010-12-02 11:41,2011-05-12 10:18,211,2,1522.75,1,3,4,134,At-risk high value,Personal outreach + tailored offer
15111,United Kingdom,1567.48,3,710.0,522.49,2010-12-02 11:45,2011-11-10 16:58,28,3,1567.48,4,4,4,444,Loyal customers,Nurture and recommend next purchase
14390,United Kingdom,4582.22,9,2133.0,509.14,2010-12-02 11:56,2011-11-29 13:49,9,9,4582.22,5,5,5,555,Champions,Nurture and recommend next purchase
16546,United Kingdom,-95.93,2,549.0,-47.97,2010-12-02 12:07,2011-02-22 11:20,290,2,-95.93,1,3,1,131,Inactive,Win-back campaign
15260,United Kingdom,1780.77,7,885.0,254.4,2010-12-02 12:09,2011-08-31 13:55,99,7,1780.77,2,5,4,254,Loyal customers,Nurture and recommend next purchase
13305,United Kingdom,2000.86,10,1232.0,200.09,2010-12-02 12:10,2011-12-05 15:15,3,10,2000.86,5,5,5,555,Champions,Nurture and recommend next purchase
14491,United Kingdom,340.93,2,139.0,170.47,2010-12-02 12:10,2011-06-17 15:22,174,2,340.93,2,3,2,232,Inactive,Win-back campaign
14060,United Kingdom,6135.38,19,5386.0,322.91,2010-12-02 12:11,2011-12-05 12:29,4,19,6135.38,5,5,5,555,Champions,Nurture and recommend next purchase
15923,United Kingdom,127.08,1,122.0,127.08,2010-12-02 12:16,2010-12-02 12:16,372,1,127.08,1,2,1,121,Inactive,Win-back campaign
16752,United Kingdom,207.5,1,54.0,207.5,2010-12-02 12:18,2010-12-02 12:18,372,1,207.5,1,2,1,121,Inactive,Win-back campaign
17287,United Kingdom,1049.06,7,556.0,149.87,2010-12-02 12:22,2011-11-13 13:27,25,7,1049.06,4,5,4,454,Champions,Nurture and recommend next purchase
15363,United Kingdom,318.05,1,144.0,318.05,2010-12-02 12:28,2011-04-12 15:48,240,1,318.05,1,2,2,122,Inactive,Win-back campaign
12915,United Kingdom,363.65,2,93.0,181.82,2010-12-02 12:33,2011-07-14 11:34,148,2,363.65,2,3,2,232,Inactive,Win-back campaign
15544,United Kingdom,3542.51,9,3109.0,393.61,2010-12-02 12:47,2011-12-01 09:16,8,9,3542.51,5,5,5,555,Champions,Nurture and recommend next purchase
15738,United Kingdom,4788.77,16,2982.0,299.3,2010-12-02 12:50,2011-11-21 08:26,18,16,4788.77,4,5,5,455,Champions,Nurture and recommend next purchase
16042,United Kingdom,1127.57,5,743.0,225.51,2010-12-02 12:50,2011-11-17 17:50,21,5,1127.57,4,5,4,454,Champions,Nurture and recommend next purchase
17381,United Kingdom,20272.43,29,25649.0,699.05,2010-12-02 12:58,2011-12-01 11:59,8,29,20272.43,5,5,5,555,Champions,Nurture and recommend next purchase
15827,United Kingdom,1641.48,14,882.0,117.25,2010-12-02 13:06,2011-09-27 15:35,72,14,1641.48,2,5,4,254,Loyal customers,Nurture and recommend next purchase
14180,United Kingdom,4640.77,25,719.0,185.63,2010-12-02 13:08,2011-11-29 10:56,10,25,4640.77,4,5,5,455,Champions,Nurture and recommend next purchase
13117,United Kingdom,984.91,8,945.0,123.11,2010-12-02 13:11,2011-11-18 12:02,21,8,984.91,4,5,4,454,Champions,Nurture and recommend next purchase
16916,United Kingdom,562.41,2,431.0,281.2,2010-12-02 13:14,2011-11-16 12:08,23,2,562.41,4,3,3,433,Loyal customers,Nurture and recommend next purchase
17964,United Kingdom,463.21,2,294.0,231.6,2010-12-02 13:32,2011-11-08 10:44,31,2,463.21,3,3,2,332,Growing customers,Nurture and recommend next purchase
14466,United Kingdom,2272.4,7,1006.0,324.63,2010-12-02 13:36,2011-11-10 14:07,28,7,2272.4,4,5,5,455,Champions,Nurture and recommend next purchase
17235,United Kingdom,550.06,2,224.0,275.03,2010-12-02 13:38,2011-11-14 15:51,24,2,550.06,4,3,3,433,Loyal customers,Nurture and recommend next purchase
16510,United Kingdom,248.1,1,92.0,248.1,2010-12-02 13:39,2010-12-02 13:39,371,1,248.1,1,2,2,122,Inactive,Win-back campaign
17802,United Kingdom,1251.84,3,752.0,417.28,2010-12-02 13:44,2011-09-18 14:56,81,3,1251.84,2,4,4,244,Loyal customers,Nurture and recommend next purchase
15107,United Kingdom,247.66,6,170.0,41.28,2010-12-02 13:45,2011-02-01 14:46,310,6,247.66,1,5,2,152,Inactive,Win-back campaign
17976,United Kingdom,321.79,1,93.0,321.79,2010-12-02 13:49,2010-12-02 13:49,371,1,321.79,1,2,2,122,Inactive,Win-back campaign
14449,United Kingdom,885.8,4,741.0,221.45,2010-12-02 14:09,2011-11-21 12:06,18,4,885.8,4,4,3,443,Loyal customers,Nurture and recommend next purchase
15838,United Kingdom,33350.76,19,18368.0,1755.3,2010-12-02 14:23,2011-11-28 14:00,10,19,33350.76,4,5,5,455,Champions,Nurture and recommend next purchase
16781,United Kingdom,294.65,1,113.0,294.65,2010-12-02 14:26,2010-12-09 15:18,364,1,294.65,1,2,2,122,Inactive,Win-back campaign
17547,United Kingdom,-11.8,0,0,0,2010-12-02 14:29,2010-12-02 14:29,371,0,-11.8,1,1,1,111,Inactive,Win-back campaign
13491,United Kingdom,1215.82,10,903.0,121.58,2010-12-02 14:30,2011-10-19 08:32,51,10,1215.82,3,5,4,354,Loyal customers,Nurture and recommend next purchase
16186,United Kingdom,3991.94,12,3020.0,332.66,2010-12-02 14:40,2011-11-17 12:43,22,12,3991.94,4,5,5,455,Champions,Nurture and recommend next purchase
17685,United Kingdom,3155.83,7,1907.0,450.83,2010-12-02 14:42,2011-11-23 11:36,16,7,3155.83,4,5,5,455,Champions,Nurture and recommend next purchase
17581,United Kingdom,10716.31,25,5915.0,428.65,2010-12-02 14:47,2011-12-09 12:21,0,25,10716.31,5,5,5,555,Champions,Nurture and recommend next purchase
15732,United Kingdom,294.12,2,215.0,147.06,2010-12-02 15:00,2011-05-11 14:24,211,2,294.12,1,3,2,132,Inactive,Win-back campaign
13138,United Kingdom,962.39,6,473.0,160.4,2010-12-02 15:03,2011-11-17 16:51,21,6,962.39,4,5,4,454,Champions,Nurture and recommend next purchase
15823,United Kingdom,-840.76,1,1.0,-840.76,2010-12-02 15:08,2011-01-06 12:58,336,1,-840.76,1,2,1,121,Inactive,Win-back campaign
17567,United Kingdom,4012.56,8,2632.0,501.57,2010-12-02 15:18,2011-12-02 15:48,6,8,4012.56,5,5,5,555,Champions,Nurture and recommend next purchase
15061,United Kingdom,54228.74,48,28920.0,1129.77,2010-12-02 15:19,2011-12-06 12:06,3,48,54228.74,5,5,5,555,Champions,Nurture and recommend next purchase
16203,United Kingdom,589.15,4,262.0,147.29,2010-12-02 15:39,2011-10-12 12:31,58,4,589.15,3,4,3,343,Loyal customers,Nurture and recommend next purchase
15640,United Kingdom,12336.74,15,6572.0,822.45,2010-12-02 15:40,2011-12-05 14:35,3,15,12336.74,5,5,5,555,Champions,Nurture and recommend next purchase
15574,United Kingdom,675.64,4,332.0,168.91,2010-12-02 15:46,2011-06-15 12:01,177,4,675.64,2,4,3,243,Inactive,Win-back campaign
16770,United Kingdom,731.9,5,456.0,146.38,2010-12-02 15:49,2011-10-13 12:21,57,5,731.9,3,5,3,353,Loyal customers,Nurture and recommend next purchase
17838,United Kingdom,2267.4,5,1831.0,453.48,2010-12-02 15:55,2011-11-13 11:38,26,5,2267.4,4,5,5,455,Champions,Nurture and recommend next purchase
17228,United Kingdom,1906.09,8,1532.0,238.26,2010-12-02 16:00,2011-11-24 10:24,15,8,1906.09,4,5,4,454,Champions,Nurture and recommend next purchase
14829,United Kingdom,644.65,4,452.0,161.16,2010-12-02 16:12,2011-11-10 16:16,28,4,644.65,4,4,3,443,Loyal customers,Nurture and recommend next purchase
17412,United Kingdom,1258.06,7,738.0,179.72,2010-12-02 16:29,2011-12-07 11:36,2,7,1258.06,5,5,4,554,Champions,Nurture and recommend next purchase
